IPID,TTL,SRCIP,DSTIP,SPORT,DPORT,TSEQ,WINDS
16962,49,3363057099,3390658315,55371,2323,3878653095,14600
44075,49,1594253949,3390656866,56752,2323,2060973037,5808
26728,53,2997482294,3390657468,34684,2323,2372929757,14600
7324,43,690594466,3390656761,48234,2323,376072628,14600
22841,49,2826530288,3390658124,45046,2323,2959684695,14600
19022,52,2064981538,3390656760,60752,2323,938289740,14600
16869,52,458057122,3390658003,61778,2323,1606837819,14600
8983,54,2945316054,3390656883,38675,2323,1752168223,14600
35543,47,3065784918,3390657320,43953,2323,3727003405,14600
4457,54,3151376320,3390658015,43484,2323,3708080134,14600
15710,50,96321998,3390656520,49143,2323,1300864358,4380
47095,51,3558232874,3390658491,44840,2323,2503901342,14600
47747,45,1372964673,3390657675,49349,2323,1882786575,5808
3229,49,1348133728,3390658546,51240,2323,1166916436,14600
41198,51,246838652,3390658202,34130,2323,3294635901,14600
1605,50,1296411612,3390657778,34707,2323,217081466,14600
48349,48,3286339117,3390658452,36186,2323,1206084900,14520
47484,47,2356233564,3390658529,36468,2323,1371182569,5840
57300,49,1441403660,3390656547,41595,2323,2195923944,14600
32975,53,3104931763,3390657800,57187,2323,3719891085,14600
58132,48,3123519468,3390658159,46423,2323,451198457,5808
1890,43,3105049879,3390656806,43610,2323,3263266825,14600
34094,54,1906580622,3390658274,56811,2323,482033323,14600
1891,43,3105049879,3390656806,43610,2323,3263266825,14600
63634,52,1369587406,3390656704,48453,2323,1072501959,4380
24584,48,1486655566,3390657749,17700,2323,1972562332,14600
26698,53,1984304235,3390657337,50617,2323,2688948249,14600
33907,51,246292919,3390658231,42679,2323,1618569110,14600
27999,49,3201819315,3390656630,54802,2323,651773498,14600
39947,49,3695562921,3390658258,33640,2323,1783380809,5840
36450,47,1381042778,3390656927,33131,2323,1104594447,5840
7165,51,3285278787,3390657667,43002,2323,3622514607,14600
5932,51,3697057016,3390657868,59642,2323,864813913,14600
9904,50,1598473318,3390657844,45104,2323,286131082,14600
40110,46,1856511270,3390656750,45027,2323,3923668573,14600
24045,52,20212109,3390656673,55614,2323,3365278269,14600
15395,50,712040506,3390656935,63740,2323,663051871,14600
12663,49,2327385353,3390657895,33245,2323,38757799,14600
6769,45,2835189779,3390658269,44773,2323,2927525973,14600
38773,54,3715702059,3390658544,37919,2323,1957149983,14600
58892,52,20212109,3390656673,55695,2323,65124057,14600
5286,52,1967010177,3390658510,37985,2323,2621712098,14600
45244,53,712299377,3390656842,55162,2323,275404018,14600
40225,52,20212109,3390656673,55740,2323,3569863708,14600
38492,46,2538212229,3390658144,44441,2323,3480191794,14600
11514,51,1423204350,3390657388,42654,2323,4190983499,5840
16640,49,245499614,3390657535,53771,2323,650071858,14600
57712,52,2004410408,3390657398,58031,2323,2500989479,14600
5287,52,1967010177,3390658510,37985,2323,2621712098,14600
33397,51,3211911810,3390658144,45117,2323,1816239631,14600
59861,53,246900593,3390656728,41485,2323,2612048258,14600
36241,50,3373661883,3390658534,50465,2323,773057736,14600
9405,50,800469379,3390658099,38030,2323,3221712476,4380
32528,53,1857365355,3390656619,42330,2323,2474764130,5808
29412,52,2942673447,3390656699,47529,2323,2241569759,4380
10555,53,247140136,3390658129,39403,2323,862489207,14020
56544,49,3204038643,3390656962,46119,2323,2322480204,14600
36836,50,1908326533,3390657717,50167,2323,3421484236,14600
10195,49,1835179120,3390657794,45767,2323,3322333935,14600
33436,47,1381042778,3390656927,33308,2323,1324862655,5840
1407,49,3695562921,3390658258,55318,2323,2080942861,5840
18710,48,1321048498,3390656627,53862,2323,1921408185,14600
16509,48,1433005972,3390658290,44012,2323,1420318924,14600
62633,49,3176310730,3390658040,43272,2323,3606745608,14600
3672,50,3040034755,3390657789,40068,2323,563141827,14600
23238,51,1952746516,3390657498,43231,2323,646068990,14600
51741,52,247032014,3390658330,40635,2323,3310309962,14600
14511,52,20212109,3390656673,56281,2323,4088360549,14600
55466,48,1492744576,3390656630,45011,2323,2191257511,5808
31800,51,1963161716,3390658247,41711,2323,58858165,14600
173,53,246900593,3390656728,41505,2323,1258315134,14600
36708,49,3695562921,3390658258,35439,2323,2190818901,5840
57751,49,2975611309,3390658381,43358,2323,3153573599,14600
17382,50,245514517,3390657832,46130,2323,4022794873,14600
20879,48,2588106430,3390657004,53594,2323,157511540,14600
56081,49,3695562921,3390658258,38464,2323,2233297196,5840
56484,51,1963038613,3390657698,41452,2323,2761721204,14600
65482,47,1856511270,3390656750,45123,2323,3634758519,14600
1973,48,2801423729,3390657412,39405,2323,1156615187,13900
27085,49,245514517,3390657832,46136,2323,2632635277,14600
28313,49,3695562921,3390658258,41729,2323,2270223835,5840
52933,50,1925689314,3390656892,3251,2323,2498505356,5840
36672,54,1906921642,3390658484,44660,2323,2649221456,14600
59431,48,3126425951,3390658043,4382,2323,2537340912,5840
19958,51,3051237416,3390656662,49658,2323,1912641877,14600
13936,52,2885301265,3390657784,57612,2323,742248485,14600
890,52,20212109,3390656673,56769,2323,3620167505,14600
1868,46,3314888385,3390656597,56543,2323,1591850490,5808
17990,52,1952850530,3390656949,43085,2323,1767005100,14600
254,54,3699518453,3390657918,34778,2323,1859290125,5840
13075,50,3040034755,3390657789,40208,2323,1895623149,14600
15424,52,2994523871,3390656858,49864,2323,3519438779,5808
50379,52,1227088569,3390658511,53750,2323,2762080457,14600
17285,53,3058090301,3390656895,35491,2323,3799766704,14600
62966,54,1907011591,3390656587,51635,2323,2825674828,14600
45573,47,690398307,3390657737,39539,2323,2832329220,14600
35926,52,1862383522,3390656691,48734,2323,4054837735,14600
59890,44,1293758537,3390657787,59393,2323,3915673723,14600
56785,51,3000811607,3390656844,44218,2323,1668638783,4380
13659,51,3040050041,3390657455,37595,2323,1479845854,14600
35306,54,3151376320,3390658015,43733,2323,256594421,14600
33249,50,3017785020,3390657815,36288,2323,3820146943,4380
26904,49,3141014554,3390657964,49426,2323,3319489086,14600
15493,53,1855823864,3390658541,40879,2323,3963547167,5440
46761,47,3351972169,3390657769,55771,2323,2241748890,5840
3036,51,3189042499,3390657671,37511,2323,1334727122,14600
60692,56,2945081988,3390658104,49912,2323,1670252836,14600
1237,51,2065378480,3390658154,58821,2323,125500052,14600
30709,47,3140226281,3390657531,35195,2323,1265202761,14600
3850,50,2009747468,3390658263,3276,2323,2285830845,5840
61391,48,1977285379,3390657698,58128,2323,3920755563,14600
53959,53,712255816,3390656707,42387,2323,1490737907,14600
55077,49,1908305217,3390658192,50707,2323,323955365,14600
41519,50,3139872456,3390658447,55134,2323,4049086010,14600
13824,49,2064680408,3390657955,46572,2323,827612616,14600
13040,48,2795845194,3390657935,33864,2323,642499040,14600
41263,54,246982036,3390658143,41943,2323,1042819390,14600
25105,52,3072214897,3390656879,42875,2323,2105677353,14600
31699,47,1406269361,3390656841,39699,2323,3230686298,5840
54390,51,3193236333,3390657468,56872,2323,1210302595,14600
37884,50,3155944180,3390657732,50081,2323,3498638976,14600
28794,51,1741632665,3390658470,60371,2323,641736465,14600
41307,52,712255816,3390656707,42651,2323,3880102602,14600
38331,55,609414689,3390656578,53166,2323,767531538,14600
25510,50,3291098182,3390656928,57696,2323,911354818,14600
42577,52,1914845255,3390656684,51600,2323,259961285,14520
31700,47,1406269361,3390656841,39699,2323,3230686298,5840
42844,49,3177457279,3390657408,46897,2323,3579656475,14600
41308,52,712255816,3390656707,42651,2323,3880102602,14600
61798,50,1907341950,3390657514,44302,2323,3459275345,14600
9747,47,1433011102,3390657697,43111,2323,2484423937,14600
44428,47,1892005129,3390658180,42719,2323,4228862631,14600
59347,52,247052052,3390658258,41474,2323,1150244722,14600
21488,56,1702883079,3390657934,38830,2323,1000919678,14600
24566,53,1907931028,3390656815,32803,2323,493922882,14600
50901,47,3577323425,3390657518,34049,2323,3952298262,4380
25270,49,3695562921,3390658258,52315,2323,2858984395,5840
27379,47,3574505636,3390658440,45482,2323,3599890172,14600
47098,50,2064710518,3390656931,34982,2323,851548749,14600
10702,51,246802741,3390658203,59389,2323,1642656372,14600
51968,49,3172484791,3390658487,55124,2323,2261804681,14600
33688,49,3662599439,3390656638,4350,2323,1915811531,5840
39859,44,3140555202,3390658047,51144,2323,3163766834,4380
29153,44,1491196296,3390656900,60713,2323,1656313690,5808
29315,44,533604896,3390656591,59594,2323,1366879386,14600
46886,51,2039705456,3390657490,33957,2323,3544894317,14600
21829,45,3385117972,3390658313,52021,2323,3939993195,5840
49279,51,246799307,3390656906,56665,2323,750235236,14600
33128,53,712255816,3390656707,43155,2323,996511760,14600
15709,50,1908305217,3390658192,50726,2323,1504721097,14600
22216,52,19056514,3390657987,41117,2323,444362196,14520
6124,49,1560112921,3390657483,42372,2323,4047142187,14600
26581,51,1539863253,3390657343,40788,2323,2354083951,4380
4836,50,245514517,3390657832,46393,2323,747495029,14600
54022,54,1906921642,3390658484,46287,2323,749904955,14600
44997,49,2885140786,3390656825,50033,2323,2303164048,14600
25492,56,2945081988,3390658104,51222,2323,931040312,14600
54183,47,1492624716,3390657021,34794,2323,4018848907,14600
52765,51,1906465329,3390658290,46227,2323,124930209,14600
31183,49,3192362215,3390656685,52942,2323,3153475547,14600
26694,49,245538983,3390656664,42973,2323,980840853,14600
2752,53,712148521,3390658229,37123,2323,3376291544,14600
38460,52,712255816,3390656707,43591,2323,4219044827,14600
61698,50,2088452036,3390657280,51434,2323,3180447288,14600
21304,45,3308095542,3390658534,44380,2323,404054590,14600
35939,53,1873738585,3390657357,37571,2323,2441154985,5648
61699,50,2088452036,3390657280,51434,2323,3180447288,14600
9964,44,1492652486,3390657331,46468,2323,2586686216,14600
20242,48,3574514627,3390658516,60468,2323,683920826,14600
409,52,20212109,3390656673,58978,2323,1918464953,14600
49699,55,3035989652,3390657890,46740,2323,1478940057,14600
24169,45,699304626,3390657856,2801,2323,2786428550,5840
362,51,1963038613,3390657698,41631,2323,2743235466,14600
50805,50,3362309847,3390657968,41571,2323,3196867651,14600
39327,49,1444522518,3390657838,56553,2323,2426066553,14600
8317,52,3031516169,3390656985,43551,2323,2229951190,4380
24170,45,699304626,3390657856,2801,2323,2786428550,5840
18182,53,3701629685,3390657894,35842,2323,1265967806,4380
15554,48,1853055216,3390657890,44365,2323,2762066930,5808
39147,52,991192350,3390656924,4788,2323,2541520772,5840
39997,49,245513080,3390658204,56757,2323,2317236704,14600
21826,44,1293758537,3390657787,59539,2323,1396570231,14600
19652,49,3082184750,3390656677,42628,2323,3529693086,14600
36455,51,3017636137,3390658479,60752,2323,3223037865,4380
36914,56,2945081988,3390658104,52200,2323,2915526525,14600
59853,55,3035989652,3390657890,46754,2323,3172201346,14600
3124,53,246008531,3390656544,44802,2323,336184098,5632
32907,48,3376303222,3390657501,38159,2323,1333567782,14600
14163,49,2795473604,3390658104,36218,2323,3314861173,14600
35923,52,736129486,3390656812,47185,2323,1612126780,14600
10428,56,3036111404,3390658403,56956,2323,3738668298,5808
59301,51,1963263578,3390657512,49179,2323,3234768729,14600
30591,45,3308108372,3390656951,44693,2323,3313857774,4380
37765,45,1492597769,3390657792,39932,2323,2710260334,14600
29752,49,3695562921,3390658258,37516,2323,3421682620,5840
27557,53,1939181940,3390658111,41318,2323,2398582580,14600
16128,51,991635565,3390657504,4543,2323,2829870184,5840
63110,47,1415196154,3390658299,37929,2323,3676287140,5840
14559,49,1771897890,3390658014,44251,2323,220482440,5808
6011,48,3583631914,3390656734,51104,2323,3810873052,14600
24274,52,247134983,3390657454,56797,2323,4030797832,14600
5317,55,3035989652,3390657890,46780,2323,2622818682,14600
18339,52,1907847326,3390658170,37906,2323,510711308,14600
59266,49,2064710518,3390656931,35116,2323,196073871,14600
9658,53,2008578898,3390658493,37712,2323,1412565965,14600
25325,44,778318459,3390658050,50568,2323,3440052743,14600
33806,48,1027182603,3390658274,48615,2323,4093819032,14600
11413,47,2975579047,3390658167,44402,2323,3795408480,14600
35010,46,3134636191,3390657469,53926,2323,52971550,14600
41771,47,1460342098,3390656890,41287,2323,1806516377,14600
36062,49,3695562921,3390658258,54077,2323,3630716970,5840
41072,52,2004524674,3390656786,57305,2323,3148818154,14600
56010,50,1600746470,3390657985,46932,2323,1939900792,14600
57085,44,1492585415,3390658019,35340,2323,1849588461,14600
36728,49,1209779384,3390658096,35236,2323,1208838610,5840
56723,45,3370193241,3390658328,47503,2323,1960212388,14600
58739,52,41662068,3390656832,44967,2323,2396538048,14600
59542,49,2981335866,3390657717,56452,2323,1810730328,4380
41659,49,2795473604,3390658104,36345,2323,3634452562,14600
43774,46,3728348473,3390658233,52324,2323,2920668057,5808
56011,50,1600746470,3390657985,46932,2323,1939900792,14600
35678,52,1953350286,3390658009,48824,2323,4227721701,14600
15861,52,2884160316,3390656742,35064,2323,1769337122,14600
36206,49,3016973898,3390656989,46900,2323,1065868074,4380
6214,50,2992543243,3390658328,34762,2323,3424153648,14600
5746,53,1939181940,3390658111,41894,2323,2979214058,14600
64168,50,2064709012,3390656960,57623,2323,1758908989,14600
2804,44,1293758537,3390657787,59622,2323,3300242006,14600
46929,53,3057770865,3390658212,48772,2323,2131655735,14600
54396,47,1391174776,3390656935,48038,2323,4151214795,14600
51929,44,3314890633,3390656637,39498,2323,2711371280,5808
35560,53,1939181940,3390658111,41935,2323,2484252643,14600
24087,53,1939181940,3390658111,42040,2323,1724610594,14600
2054,49,3695562921,3390658258,39475,2323,3815952758,5840
58165,44,1293758537,3390657787,59628,2323,3821558472,14600
7393,56,2945081988,3390658104,53647,2323,3668975253,14600
17160,53,1991709558,3390656890,4028,2323,1128635395,5808
30544,47,1320352099,3390657961,56852,2323,2983241176,14600
32241,45,3393656082,3390657836,34710,2323,2687118941,14600
64671,51,247397636,3390656854,34261,2323,61907849,14600
52321,53,3740713480,3390658367,47896,2323,3020483153,5440
52468,53,1945698526,3390658268,5226,2323,3940251721,30867
29077,52,458065374,3390656816,36785,2323,1010079071,14600
47511,53,20268021,3390657742,33983,2323,2847225715,14600
48151,52,2004524674,3390656786,57468,2323,3555472125,14600
9914,55,3035989652,3390657890,46862,2323,2785873026,14600
57342,54,1907785565,3390658029,56622,2323,4163046214,14600
3295,53,1907931028,3390656815,34713,2323,396304361,14600
62013,50,2793550555,3390656577,53911,2323,736617778,14600
18850,51,1906855543,3390658076,38918,2323,1358060796,14600
10450,52,2004524674,3390656786,57480,2323,3459884979,14600
18277,53,3026871274,3390658224,3072,2323,3156842324,5808
62014,50,2793550555,3390656577,53911,2323,736617778,14600
7805,52,457879997,3390656807,39764,2323,3204227489,14600
41594,48,3385328880,3390658554,41522,2323,2413236904,5808
18278,53,3026871274,3390658224,3072,2323,3156842324,5808
36153,49,3695562921,3390658258,60017,2323,4083313922,5840
17894,52,247123848,3390657961,58445,2323,4235271147,14600
44326,52,1907098859,3390656910,55817,2323,3140146344,14600
27598,53,1018033276,3390656906,49634,2323,2573833176,14600
30266,48,3051761620,3390657320,52567,2323,1980861840,14600
26539,53,1028336257,3390657414,43482,2323,4176453294,5840
13747,51,1906811479,3390658347,32903,2323,589070901,14600
39971,51,1952746999,3390658506,52582,2323,1980726801,14600
4797,51,3730530395,3390657413,50159,2323,754274183,14600
59257,50,2009293384,3390657414,36112,2323,795258812,5840
15211,49,3198389367,3390657004,42114,2323,3153629356,14600
42388,42,1563341009,3390657923,39303,2323,3591575010,14600
25815,42,1563341009,3390657923,39304,2323,1019991201,14600
64550,51,1741632665,3390658470,60925,2323,4004409236,14600
28962,51,1424816059,3390656982,39795,2323,1917018919,14600
11916,52,247124728,3390658379,53324,2323,2634142523,14600
53134,54,1906921642,3390658484,49158,2323,3433257867,14600
23639,50,1450915369,3390658379,36583,2323,2789955620,14600
56929,44,1432955928,3390658126,40144,2323,210278944,5808
23542,50,3076803394,3390657414,33766,2323,1981511519,5840
5351,52,736129486,3390656812,53041,2323,1531428478,14600
16213,48,1320878054,3390658280,57856,2323,2605560957,14600
60337,52,712027533,3390657386,33763,2323,2738518194,14600
33608,42,1563341009,3390657923,39543,2323,1141846431,14600
52281,55,1009828398,3390657912,51260,2323,91004675,14600
33940,47,1320352099,3390657961,57010,2323,3344128494,14600
57621,50,3045066811,3390656877,56186,2323,583036023,14600
25940,51,1592052240,3390658299,43023,2323,4058437724,14600
40372,50,1906811479,3390658347,32981,2323,368386554,14600
11567,52,3072214897,3390656879,46049,2323,3069096377,14600
8570,49,1925672322,3390658534,35058,2323,3424936143,14600
6377,53,1907826542,3390656696,41416,2323,2537629717,14520
57622,50,3045066811,3390656877,56186,2323,583036023,14600
49862,52,3667993585,3390656827,40554,2323,1662959074,14520
49290,53,1907931028,3390656815,35242,2323,1947982675,14600
47547,53,1945004826,3390658521,48694,2323,1102675336,14600
24070,54,453167229,3390658087,42249,2323,3295300746,5840
13392,48,1502157881,3390657005,41143,2323,81710482,14600
30534,50,712198983,3390657927,49593,2323,1080172615,4380
1963,47,772932543,3390658064,45925,2323,2051975663,14600
53488,49,2017257819,3390656736,60077,2323,4215750475,14600
17729,48,1409363561,3390657314,60117,2323,2304657391,14600
7472,50,2793568262,3390657368,33035,2323,580358940,14600
7353,52,247121819,3390658312,33601,2323,2245965836,14600
20891,50,1908305217,3390658192,50917,2323,1813937008,14600
63014,50,1908305217,3390658192,50918,2323,1325718747,14600
19936,52,985317522,3390658396,41121,2323,4116579106,14600
1740,52,2885198920,3390657970,47688,2323,2385814657,14600
27059,51,1907340534,3390657844,36914,2323,2045742912,14520
11460,52,1948226377,3390656691,50587,2323,87046207,14600
32152,49,3695562921,3390658258,33379,2323,196319173,5840
63613,51,3173197771,3390656700,44863,2323,3563145303,14600
17412,53,3073210674,3390657461,50272,2323,3730869930,5440
33248,49,2702374244,3390657679,56323,2323,4240657988,4380
33640,54,246168868,3390656821,35670,2323,3658572824,14600
24321,45,1598153821,3390657524,4204,2323,327056788,5808
24482,51,3730530395,3390657413,33624,2323,3119069168,14600
31790,43,1492726739,3390658449,34669,2323,383512438,14600
44973,52,736129486,3390656812,55837,2323,4095876228,14600
45624,51,1906811479,3390658347,33105,2323,2619568635,14600
27973,46,2831408334,3390656521,47129,2323,2900880427,14600
30776,51,1963335047,3390657336,33194,2323,36767136,14600
9854,46,2954976833,3390657814,42784,2323,3155960230,14600
57722,52,1953305975,3390656559,50197,2323,1901554151,14600
22217,51,1963038613,3390657698,41879,2323,644137161,14600
43038,52,1907117569,3390657319,37697,2323,2111670653,14600
16851,52,247397636,3390656854,34332,2323,2273063660,14600
30864,48,1310693674,3390658472,57901,2323,2922921908,5840
18331,52,1934393332,3390657796,34652,2323,583017227,14600
34603,51,246354612,3390658474,37105,2323,130354896,14600
49869,51,1896481295,3390657735,33737,2323,1282180563,5840
48710,53,1018033276,3390656906,53983,2323,335329776,14600
13678,50,2793568262,3390657368,33110,2323,854696020,14600
57777,52,2884135101,3390657859,45363,2323,3651835693,14600
31536,51,247397636,3390656854,34336,2323,560336737,14600
49870,51,1896481295,3390657735,33737,2323,1282180563,5840
55400,49,1841643321,3390657715,52225,2323,2218436759,4380
34581,55,531997042,3390657783,35679,2323,2993758530,14600
45996,46,3015063946,3390656871,36669,2323,2500474292,14600
55816,47,1390624626,3390658240,59116,2323,3418201608,14600
35146,53,2432655401,3390657362,46717,2323,3287293639,5808
24935,47,3065015678,3390656781,44903,2323,2111173649,14600
20967,52,998140129,3390656721,42226,2323,4006323968,14520
55488,52,1984224436,3390657940,38851,2323,2362141242,14600
36436,50,3056664092,3390658270,55036,2323,3376856361,14600
14391,54,245879048,3390658410,33383,2323,1282404699,14600
5756,52,247077106,3390658359,44642,2323,3118982211,14600
38422,52,247077106,3390658359,44647,2323,3184092281,14600
24483,54,20421297,3390657854,49651,2323,233863402,5808
23940,51,1592052240,3390658299,44127,2323,478908691,14600
14978,52,1914917449,3390658064,39504,2323,2052214355,14520
51566,48,1345702730,3390658210,47308,2323,3564695309,4380
36867,54,3732690043,3390656602,60074,2323,3296793511,5808
31218,51,1592052240,3390658299,44189,2323,1993913464,14600
23941,51,1592052240,3390658299,44127,2323,478908691,14600
30217,52,1964789646,3390657771,33395,2323,975953085,14600
23003,56,2998418392,3390656780,58268,2323,3325158587,5808
32584,52,1906483413,3390658472,60253,2323,376639463,14600
17820,51,1450871251,3390658381,39471,2323,3564717516,14600
32147,52,1984223207,3390658121,55162,2323,1329826264,14600
35115,56,1467474503,3390657355,45602,2323,1738558114,5808
20419,47,1541500230,3390657448,54281,2323,3720172192,14600
40268,52,2885271802,3390657447,56268,2323,3020378484,14600
6395,51,246838937,3390657798,49733,2323,270464901,14600
51452,53,3059897120,3390656886,33740,2323,346741133,14600
37356,50,1998715403,3390656626,3247,2323,632469225,5840
26539,51,247397636,3390656854,34386,2323,2699172696,14600
9864,52,1977282887,3390657288,40546,2323,2435688980,5440
51453,53,3059897120,3390656886,33740,2323,346741133,14600
19912,51,1896481295,3390657735,33780,2323,1627259428,5840
19410,51,1337620567,3390658020,39293,2323,2151033210,14600
50511,53,1018033276,3390656906,56612,2323,2659308697,14600
45326,51,3212033650,3390658547,38493,2323,625535324,14600
22794,53,20317946,3390658393,45077,2323,2358156872,14600
57734,52,1952847051,3390656780,43153,2323,3904463697,14600
17475,51,1952491221,3390656564,48039,2323,4248814643,14600
40983,49,3695562921,3390658258,55376,2323,873945936,5840
51930,52,1897323453,3390658396,59954,2323,3310345432,14600
43105,52,247121819,3390658312,33646,2323,603725535,14600
56552,53,246382726,3390656970,60579,2323,3159818079,14600
5170,52,998136783,3390656641,46269,2323,412500307,14520
34954,50,3056664092,3390658270,56484,2323,2091037800,14600
3048,51,1592052240,3390658299,44640,2323,3221477400,14600
46800,51,1907847326,3390658170,40720,2323,586222118,14600
51785,50,245514517,3390657832,47227,2323,2501824112,14600
23415,49,245513080,3390658204,58702,2323,3485306818,14600
58657,49,3695562921,3390658258,33744,2323,962730071,5840
26518,52,1953310827,3390657515,51754,2323,3139083951,14600
46565,49,3361836960,3390656866,37474,2323,1208521260,14600
59691,45,3051844364,3390656868,54802,2323,1106722991,14600
7478,50,1429259993,3390657828,50444,2323,4193553338,14600
56806,51,247397636,3390656854,34433,2323,1679187530,14600
26950,53,3701629569,3390656989,38956,2323,4096063088,4380
9977,56,1854440925,3390656711,47671,2323,2870947961,5808
33917,53,829899126,3390656927,40201,2323,794295588,5440
31110,56,93221485,3390657863,57135,2323,592502394,5808
17342,51,2884119336,3390656823,56588,2323,825210118,14600
50818,51,1729529449,3390657819,35447,2323,846692030,14600
44059,49,3695562921,3390658258,47286,2323,1150463513,5840
1681,48,2052741387,3390657815,39828,2323,3907985472,5808
34859,52,1953355861,3390657406,53036,2323,33185012,14600
32687,53,2876353576,3390656691,43673,2323,1447959562,5704
40296,49,1245825554,3390656783,50598,2323,1371764400,4380
47960,50,1776436665,3390656680,58645,2323,1077041046,14600
23883,47,1432582441,3390656552,45645,2323,3074773385,14600
26991,46,3587383618,3390658413,41588,2323,497653208,5840
34127,46,2835189779,3390658269,45788,2323,1359704241,14600
45800,49,3695562921,3390658258,56853,2323,1270396865,5840
44746,55,1311032504,3390658001,37428,2323,2239062837,5808
60317,51,1592052240,3390658299,45207,2323,1837250434,14600
11530,45,1730838472,3390656671,39700,2323,281645781,44324
13414,43,98718163,3390656685,43683,2323,1767262926,4380
39117,45,1730838472,3390656671,3609,2323,927549431,5840
9341,51,1592052240,3390658299,45345,2323,755169872,14600
53534,47,1596136126,3390656589,45716,2323,954607434,14600
29704,49,3695562921,3390658258,33955,2323,1346597630,5840
29073,49,1380713284,3390657292,46986,2323,3144557289,14600
52038,50,1943906158,3390657907,40758,2323,1198669609,14600
24598,52,2054443137,3390656784,44130,2323,2429095579,14520
28858,51,237785521,3390658267,3237,2323,3352370839,5840
40997,52,2040992235,3390656762,52577,2323,155973094,5840
28600,54,1907791142,3390657530,32993,2323,691228327,14600
9342,51,1592052240,3390658299,45345,2323,755169872,14600
57477,53,1965883433,3390657423,3240,2323,3834673827,5840
13830,51,1602658925,3390656744,39202,2323,4009234010,5840
249,51,3216066961,3390656712,34386,2323,2425283788,14600
59621,52,1446636822,3390657533,57409,2323,3925880562,5808
63941,55,3036103685,3390656833,54479,2323,1109174139,14600
30633,52,1907117569,3390657319,37847,2323,73288828,14600
57478,53,1965883433,3390657423,3240,2323,3834673827,5840
48168,52,19009709,3390658275,38195,2323,697004983,14520
36505,54,1907011591,3390656587,51879,2323,1332439062,14600
35628,54,1907011591,3390656587,51880,2323,3964169652,14600
7916,54,1907011591,3390656587,7665,2323,1978005620,14600
56659,51,2104450828,3390657391,25666,2323,1092398748,14600
18964,52,998144291,3390656603,60469,2323,2277000047,14520
1333,49,3695562921,3390658258,43179,2323,1463815984,5840
16067,51,2805799566,3390656851,32856,2323,3991131055,14600
50958,49,3695562921,3390658258,43783,2323,1477954864,5840
13558,49,3695562921,3390658258,43919,2323,1469333182,5840
6470,51,246797057,3390656568,56017,2323,1441042800,14600
17126,48,3130996499,3390656887,37724,2323,130070709,14600
18000,52,993800072,3390657779,50761,2323,2921535446,14600
55592,55,3036103685,3390656833,54486,2323,2419046732,14600
60600,49,3176391660,3390658026,52640,2323,344072057,14600
63600,53,840622600,3390657836,3366,2323,1093035773,5840
7398,51,3127525152,3390656596,59057,2323,324933581,5656
1416,48,1977264727,3390656991,59266,2323,4102598036,5840
24885,53,1034668297,3390657897,4171,2323,4217804011,5808
65104,51,1907057416,3390657707,45791,2323,862190761,14600
23377,51,1963179321,3390658424,52117,2323,1493148430,14600
41876,44,1293749508,3390658532,59625,2323,970942815,14600
8915,48,1432648301,3390657451,50423,2323,3783993152,14600
50957,39,2967188365,3390656625,43440,2323,3917894153,5808
43911,51,246482870,3390657936,44479,2323,3449160307,14520
30160,52,1934266666,3390656686,36449,2323,1455083977,14600
41616,44,1492731681,3390656983,33065,2323,3729101197,14600
15035,52,616396697,3390657773,3595,2323,1927874078,5808
54174,50,3652101806,3390656605,56619,2323,2504487479,14600
14359,49,996034554,3390658272,41070,2323,1390834730,4380
58517,50,3201499782,3390658091,46796,2323,4079018714,5840
9862,45,2978249475,3390656756,53369,2323,127481255,14600
31583,52,1934260789,3390656528,58696,2323,3725536902,14600
52935,55,2036396199,3390658396,56349,2323,2166522963,5840
1399,47,690458544,3390657880,53849,2323,2346093884,14600
48911,51,1907283425,3390657508,50834,2323,1744307455,14600
53922,50,3245063429,3390658240,47790,2323,1501411950,14600
41308,49,1567914566,3390658170,59013,2323,3278081691,14600
6892,51,2009571439,3390657858,34824,2323,2452881116,5840
64052,53,1855820528,3390656676,58287,2323,1582132376,5440
28690,52,1907165372,3390657460,34297,2323,130144396,14600
36214,51,3075579205,3390658168,37925,2323,841963551,14600
48145,52,3147180473,3390656927,44376,2323,810975954,14600
7770,54,3186618737,3390658343,60299,2323,3673602223,14600
52634,52,998144967,3390656915,47842,2323,4132104119,14520
22970,52,3742233272,3390657999,41881,2323,1209320049,14600
27170,51,3194561286,3390657795,54473,2323,170469915,14600
7804,52,246337466,3390657953,34403,2323,2189306973,14600
56246,53,1895673211,3390658078,33761,2323,1426767836,5808
4536,52,1851100236,3390658438,51472,2323,3715808486,14600
50833,48,1730855704,3390658124,40043,2323,2335024566,14600
5090,48,3193151673,3390657692,46757,2323,2737168776,14600
15246,49,3695562921,3390658258,49624,2323,1943350663,5840
31019,53,3699894497,3390658092,34362,2323,112212728,14520
30487,54,1822521676,3390657725,45382,2323,2235500654,5808
22368,50,3056664092,3390658270,60646,2323,253886480,14600
4537,52,1851100236,3390658438,51472,2323,3715808486,14600
32505,52,1906483413,3390658472,60457,2323,1177087599,14600
27866,52,246765305,3390657829,48987,2323,2243158468,14600
47774,52,1953275185,3390657801,46654,2323,3674835709,14600
27517,49,3695562921,3390658258,56030,2323,2030924639,5840
18441,48,3141189208,3390658069,51951,2323,3442630164,14600
